Player,Team,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Robin Lopez,Milwaukee Bucks,C,16,4.1,0.4,1.2,0.368,0.1,0.5,0.25,0.1,0.1,1.0,0.2,0.1,0.3,0.3,0.1,0.2,0.1,0.4,1.1
Admiral Schofield,Orlando Magic,PF,23,3.7,0.4,1.1,0.385,0.3,0.7,0.375,0.0,0.1,0.0,0.1,0.6,0.7,0.3,0.0,0.0,0.2,0.4,1.1
Hunter Tyson,Denver Nuggets,PF,18,2.7,0.4,1.1,0.4,0.2,0.8,0.286,0.0,0.0,,0.1,0.4,0.5,0.1,0.1,0.0,0.1,0.6,1.1
Filip Petrusev,,C,3,3.3,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0
Filip Petrusev,Philadelphia 76ers,C,1,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Filip Petrusev,Sacramento Kings,C,2,3.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5
Hamidou Diallo,Washington Wizards,SG,2,2.5,0.5,1.0,0.5,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0
Frank Ntilikina,,PG,5,8.6,0.2,1.8,0.111,0.2,1.6,0.125,0.4,0.4,1.0,0.2,1.0,1.2,0.8,0.0,0.0,0.2,0.8,1.0
Joshua Primo,Los Angeles Clippers,SG,2,5.0,0.5,1.5,0.333,0.0,0.5,0.0,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.5,2.0,0.0,1.0
Thanasis Antetokounmpo,Milwaukee Bucks,PF,34,4.6,0.5,0.9,0.533,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.4,0.5,0.2,0.1,0.4,0.7,0.9
James Johnson,Indiana Pacers,PF,9,5.2,0.3,1.1,0.3,0.0,0.2,0.0,0.2,0.2,1.0,0.1,0.3,0.4,0.9,0.6,0.1,0.6,1.0,0.9
Charlie Brown Jr.,New York Knicks,SG,8,4.6,0.3,1.3,0.2,0.3,0.9,0.286,0.0,0.0,,0.1,0.1,0.3,0.0,0.0,0.3,0.3,0.6,0.8
DaQuan Jeffries,New York Knicks,SG,17,2.7,0.4,1.0,0.353,0.1,0.6,0.2,0.0,0.1,0.0,0.0,0.3,0.3,0.3,0.0,0.1,0.2,0.1,0.8
Shaquille Harrison,Memphis Grizzlies,SG,3,2.0,0.3,0.7,0.5,0.0,0.0,,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.0,0.7
Quenton Jackson,Indiana Pacers,PG,3,3.7,0.0,0.3,0.0,0.0,0.0,,0.7,0.7,1.0,0.0,1.3,1.3,0.7,0.3,0.0,0.0,0.3,0.7
Wendell Moore Jr.,Minnesota Timberwolves,SG,25,3.0,0.4,0.7,0.5,0.0,0.2,0.0,0.0,0.0,,0.0,0.5,0.5,0.2,0.2,0.0,0.2,0.2,0.7
Jalen Slawson,Sacramento Kings,SF,12,3.1,0.3,0.5,0.667,0.0,0.2,0.0,0.0,0.0,,0.1,0.5,0.6,0.2,0.1,0.1,0.2,0.7,0.7
Pat Spencer,Golden State Warriors,PG,6,4.3,0.3,0.7,0.5,0.0,0.3,0.0,0.0,0.0,,0.3,0.3,0.7,0.8,0.0,0.0,0.2,0.2,0.7
Alondes Williams,Miami Heat,SG,7,2.3,0.3,1.1,0.25,0.0,0.6,0.0,0.1,0.1,1.0,0.0,0.1,0.1,0.0,0.0,0.1,0.3,0.3,0.7
Juan Toscano-Anderson,Sacramento Kings,SF,11,4.8,0.3,1.1,0.25,0.1,0.4,0.25,0.0,0.0,,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,0.6
Usman Garuba,Golden State Warriors,PF,6,3.0,0.2,1.0,0.167,0.0,0.2,0.0,0.2,0.3,0.5,0.5,0.7,1.2,0.2,0.2,0.5,0.3,0.3,0.5
E.J. Liddell,New Orleans Pelicans,PF,8,2.9,0.1,0.8,0.167,0.0,0.6,0.0,0.3,0.3,1.0,0.0,0.6,0.6,0.1,0.3,0.3,0.3,0.3,0.5
Pete Nance,Cleveland Cavaliers,PF,8,3.4,0.1,0.8,0.167,0.1,0.1,1.0,0.0,0.3,0.0,0.0,0.4,0.4,0.0,0.1,0.0,0.1,0.3,0.4
Maxwell Lewis,Los Angeles Lakers,SF,34,3.0,0.1,0.6,0.19,0.0,0.3,0.111,0.1,0.1,0.667,0.1,0.1,0.1,0.2,0.1,0.0,0.3,0.1,0.3
Ryan Arcidiacono,New York Knicks,PG,20,2.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.4,0.4,0.2,0.1,0.0,0.1,0.3,0.0
Malcolm Cazalon,Detroit Pistons,SG,1,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Crutcher,New Orleans Pelicans,PG,1,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Funk,Chicago Bulls,SG,5,2.6,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0
Kaiser Gates,New Orleans Pelicans,SF,1,7.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Green,Philadelphia 76ers,SG,2,9.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0
Ron Harper Jr.,Toronto Raptors,PF,1,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
Justin Jackson,Minnesota Timberwolves,SF,2,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dmytro Skapintsev,New York Knicks,C,2,1.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javonte Smart,Philadelphia 76ers,PG,1,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
