id,player,team,position,games_played,minutes_per_game,field_goals_made,field_goals_attempted,field_goal_percentage,three_pointers_made,three_pointers_attempted,three_point_percentage,free_throws_made,free_throws_attempted,free_throw_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,personal_fouls_per_game,points_per_game,wins,losses,margin_of_victory,offensive_rating,defensive_rating,net_rating,true_shooting_percentage,team_points_per_game,win_percentage,match_outcome,rebounds_per_game,player_impact
391,Thomas Bryant,Miami Heat,C,38,11.6,2.3,3.9,0.577,0.1,0.6,0.182,1.1,1.2,0.872,1.1,2.7,3.7,0.6,0.3,0.4,0.6,1.2,5.7,46,36,1.76,114.0,112.2,1.8,0.578,184.8,0.5609756097560976,1,0.0451219512195122,0.034335075493612074
392,Torrey Craig,Chicago Bulls,SF,53,19.8,2.0,4.7,0.43,1.1,2.9,0.392,0.5,0.7,0.75,1.3,2.8,4.1,1.1,0.6,0.4,0.6,2.1,5.7,39,43,-1.44,114.9,116.3,-1.4,0.568,161.3,0.47560975609756095,1,0.049999999999999996,0.042467451952882825
393,Larry Nance Jr.,New Orleans Pelicans,C,61,19.9,2.3,4.0,0.573,0.4,1.1,0.415,0.8,1.0,0.77,1.5,3.5,5.0,1.9,1.0,0.3,0.8,1.6,5.7,49,33,4.41,117.4,112.9,4.5,0.591,155.0,0.5975609756097561,1,0.06097560975609756,0.04942564909520063
394,Pat Connaughton,Milwaukee Bucks,SF,76,22.1,2.0,4.6,0.435,1.1,3.1,0.345,0.6,0.8,0.759,0.7,2.5,3.1,2.1,0.5,0.3,0.6,1.3,5.6,49,33,2.62,118.4,115.8,2.6,0.601,152.8,0.5975609756097561,1,0.03780487804878049,0.05064008428042395
395,Craig Porter Jr.,Cleveland Cavaliers,PG,51,12.7,2.3,4.5,0.509,0.2,0.7,0.353,0.8,1.1,0.732,0.4,1.7,2.1,2.3,0.4,0.3,0.9,0.8,5.6,48,34,2.41,115.2,112.7,2.5,0.586,160.0,0.5853658536585366,1,0.025609756097560978,0.04953506097560975
396,Mitchell Robinson,New York Knicks,C,31,24.8,2.4,4.1,0.575,0.0,0.0,0.0,0.9,2.1,0.409,4.6,3.9,8.5,0.6,1.2,1.1,0.8,1.8,5.6,50,32,4.59,118.2,113.4,4.8,0.574,193.4,0.6097560975609756,1,0.10365853658536585,0.03259389108885918
398,Malachi Flynn,Toronto Raptors,PG,31,15.3,1.8,4.4,0.409,0.9,2.6,0.35,0.5,0.7,0.773,0.4,1.7,2.1,2.4,0.6,0.2,1.1,1.4,5.1,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.025609756097560978,0.03034520062942565
399,Malachi Flynn,New York Knicks,PG,14,4.3,0.6,1.6,0.391,0.3,0.9,0.308,0.6,0.8,0.818,0.0,0.4,0.4,0.4,0.1,0.0,0.2,0.2,2.2,50,32,4.59,118.2,113.4,4.8,0.574,193.4,0.6097560975609756,1,0.004878048780487805,0.013468862713446163
400,Malachi Flynn,Detroit Pistons,PG,24,14.3,3.0,6.9,0.43,1.0,3.2,0.316,1.1,1.6,0.684,0.3,1.5,1.8,2.1,0.8,0.1,1.1,0.9,8.0,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.021951219512195124,0.03920197993614328
402,Doug McDermott,San Antonio Spurs,SF,46,15.2,2.1,4.7,0.442,1.7,3.8,0.439,0.2,0.4,0.588,0.2,0.9,1.0,1.2,0.2,0.0,0.5,1.0,6.0,22,60,-6.49,110.0,116.4,-6.4,0.563,165.1,0.2682926829268293,1,0.012195121951219513,0.04368379843701526
403,Doug McDermott,Indiana Pacers,SF,18,11.3,1.6,3.8,0.406,1.0,3.1,0.321,0.1,0.1,0.5,0.1,0.5,0.6,0.7,0.3,0.0,0.2,0.9,4.2,47,35,3.05,121.0,118.0,3.0,0.606,183.1,0.573170731707317,1,0.007317073170731707,0.026801294774280348
404,Dexter Dennis,Dallas Mavericks,SG,4,7.5,2.5,4.8,0.526,0.3,2.0,0.125,0.3,0.8,0.333,0.3,2.0,2.3,1.0,0.0,0.3,0.8,0.3,5.5,50,32,2.21,117.6,115.4,2.2,0.592,186.4,0.6097560975609756,1,0.028048780487804875,0.03502172092536376
405,Gary Payton II,Golden State Warriors,SG,44,15.5,2.3,4.2,0.563,0.5,1.3,0.364,0.3,0.5,0.609,1.0,1.5,2.6,1.1,0.9,0.4,0.6,1.8,5.5,46,36,2.61,117.8,115.2,2.6,0.586,147.6,0.5609756097560976,1,0.03170731707317073,0.044930266375834485
406,Neemias Queta,Boston Celtics,C,28,11.9,2.4,3.7,0.644,0.0,0.0,0.0,0.7,1.0,0.714,1.9,2.5,4.4,0.7,0.5,0.8,0.5,1.8,5.5,64,18,11.34,123.2,111.6,11.6,0.609,162.0,0.7804878048780488,1,0.05365853658536586,0.03860283047274917
407,Ricky Council IV,Philadelphia 76ers,SG,32,9.0,1.7,3.5,0.482,0.4,1.0,0.375,1.7,2.2,0.746,0.4,1.0,1.4,0.5,0.3,0.0,0.2,0.5,5.4,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.017073170731707315,0.02901948587901769
408,Kris Dunn,Utah Jazz,PG,66,18.9,2.2,4.7,0.47,0.6,1.7,0.369,0.3,0.5,0.688,0.8,2.1,2.9,3.8,1.0,0.4,1.2,2.0,5.4,31,51,-4.89,115.5,120.4,-4.9,0.579,194.4,0.3780487804878049,1,0.03536585365853658,0.047507025996185885
409,Keon Ellis,Sacramento Kings,SG,57,17.2,1.9,4.1,0.461,1.2,2.9,0.417,0.5,0.6,0.743,0.6,1.6,2.2,1.5,0.9,0.5,0.6,2.0,5.4,46,36,1.74,116.9,115.2,1.7,0.582,142.7,0.5609756097560976,1,0.02682926829268293,0.048541200198266875
410,Cam Reddish,Los Angeles Lakers,SF,48,20.5,1.9,4.9,0.389,0.8,2.3,0.336,0.9,1.1,0.759,0.6,1.5,2.1,1.0,1.0,0.3,0.6,1.3,5.4,47,35,0.6,115.9,115.3,0.6,0.601,152.2,0.573170731707317,1,0.025609756097560978,0.04221819813467517
411,Matt Ryan,New Orleans Pelicans,SF,28,13.9,1.8,4.0,0.434,1.5,3.3,0.451,0.5,0.5,0.929,0.2,1.2,1.4,0.6,0.2,0.0,0.7,1.1,5.4,49,33,4.41,117.4,112.9,4.5,0.591,155.0,0.5975609756097561,1,0.017073170731707315,0.0388198269079465
412,Matisse Thybulle,Portland Trail Blazers,SF,65,22.9,1.9,4.9,0.397,1.2,3.6,0.346,0.3,0.4,0.759,0.5,1.6,2.1,1.4,1.7,0.8,0.6,1.4,5.4,21,61,-9.02,108.3,117.5,-9.2,0.539,196.7,0.25609756097560976,1,0.025609756097560978,0.03470060882611877
413,Sasha Vezenkov,Sacramento Kings,PF,42,12.2,2.0,4.5,0.44,1.1,2.9,0.375,0.3,0.4,0.8,0.7,1.6,2.3,0.5,0.5,0.2,0.3,1.0,5.4,46,36,1.74,116.9,115.2,1.7,0.582,142.7,0.5609756097560976,1,0.028048780487804875,0.04154203770489002
414,Dean Wade,Cleveland Cavaliers,PF,54,20.5,1.8,4.3,0.414,1.5,3.7,0.391,0.4,0.5,0.769,0.7,3.4,4.0,0.8,0.7,0.5,0.4,1.7,5.4,48,34,2.41,115.2,112.7,2.5,0.586,160.0,0.5853658536585366,1,0.04878048780487805,0.03905487804878049
416,Darius Bazley,Philadelphia 76ers,PF,3,3.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.0,0.0,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.0036585365853658534,0.0034509982176820293
417,Darius Bazley,Utah Jazz,PF,6,23.7,3.0,4.8,0.621,0.3,1.3,0.25,1.7,2.0,0.833,1.3,3.2,4.5,0.8,1.0,1.2,1.2,0.5,8.0,31,51,-4.89,115.5,120.4,-4.9,0.579,194.4,0.3780487804878049,1,0.054878048780487805,0.04554978420154572
419,Xavier Tillman Sr.,Memphis Grizzlies,C,34,20.6,2.6,6.3,0.408,0.4,1.6,0.226,0.5,1.3,0.419,1.6,3.0,4.6,1.7,1.2,1.0,0.9,1.8,6.0,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.05609756097560975,0.02730058979576068
420,Xavier Tillman Sr.,Boston Celtics,PF,20,13.7,1.7,3.3,0.515,0.4,1.4,0.286,0.2,0.4,0.571,0.7,2.0,2.7,1.0,0.5,0.5,0.3,0.8,4.0,64,18,11.34,123.2,111.6,11.6,0.609,162.0,0.7804878048780488,1,0.032926829268292684,0.031067449563384524
422,Nicolas Batum,Los Angeles Clippers,PF,3,18.0,1.0,2.7,0.375,0.7,2.3,0.286,0.0,0.0,0.0,0.0,2.3,2.3,1.7,1.0,1.3,0.3,1.7,2.7,51,31,3.28,118.8,115.4,3.4,0.599,160.6,0.6219512195121951,1,0.028048780487804875,0.0275719102147435
423,Nicolas Batum,Philadelphia 76ers,PF,57,25.9,2.0,4.4,0.456,1.2,3.1,0.399,0.3,0.4,0.714,1.2,3.0,4.2,2.2,0.8,0.6,0.7,1.8,5.5,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.051219512195121955,0.03801480878957882
424,Luke Kornet,Boston Celtics,C,63,15.6,2.3,3.2,0.7,0.0,0.0,1.0,0.8,0.9,0.907,1.9,2.3,4.1,1.1,0.4,1.0,0.3,1.2,5.3,64,18,11.34,123.2,111.6,11.6,0.609,162.0,0.7804878048780488,1,0.049999999999999996,0.03981481481481482
425,Davion Mitchell,Sacramento Kings,PG,72,15.3,2.0,4.5,0.452,0.8,2.2,0.361,0.4,0.6,0.714,0.3,1.1,1.3,1.9,0.2,0.0,0.6,1.2,5.3,46,36,1.74,116.9,115.2,1.7,0.582,142.7,0.5609756097560976,1,0.015853658536585366,0.050566598868511455
426,Mason Plumlee,Los Angeles Clippers,C,46,14.7,1.9,3.3,0.569,0.0,0.1,0.0,1.5,2.2,0.707,1.3,3.8,5.1,1.2,0.3,0.4,0.8,1.5,5.3,51,31,3.28,118.8,115.4,3.4,0.599,160.6,0.6219512195121951,1,0.062195121951219505,0.04086049266470249
427,Stanley Umude,Detroit Pistons,SG,24,12.8,1.5,3.5,0.44,1.0,2.2,0.453,1.2,1.3,0.906,0.3,1.8,2.1,0.5,0.3,0.3,0.6,1.7,5.3,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.025609756097560978,0.022562392548789934
429,Aleksej Pokusevski,Oklahoma City Thunder,PF,10,6.0,0.4,1.6,0.25,0.2,1.1,0.182,0.2,0.4,0.5,0.2,0.8,1.0,0.5,0.1,0.1,0.3,0.5,1.2,57,25,7.41,119.5,112.1,7.4,0.608,151.5,0.6951219512195121,1,0.012195121951219513,0.011301617966674716
431,Bol Bol,Phoenix Suns,PF,43,10.9,2.2,3.5,0.616,0.5,1.2,0.423,0.3,0.4,0.789,0.7,2.4,3.2,0.4,0.2,0.6,0.4,1.0,5.2,49,33,3.06,117.6,114.6,3.0,0.603,164.5,0.5975609756097561,1,0.03902439024390244,0.03427978352731856
432,Brandon Boston Jr.,Los Angeles Clippers,SF,32,10.8,2.0,5.0,0.404,0.4,1.6,0.269,0.7,1.0,0.697,0.6,1.0,1.6,0.4,0.3,0.3,0.8,1.3,5.2,51,31,3.28,118.8,115.4,3.4,0.599,160.6,0.6219512195121951,1,0.01951219512195122,0.03499073595966346
433,Jarred Vanderbilt,Los Angeles Lakers,PF,29,20.0,2.0,3.9,0.518,0.3,0.9,0.296,0.8,1.2,0.667,1.4,3.3,4.8,1.2,1.2,0.2,1.0,1.5,5.2,47,35,0.6,115.9,115.3,0.6,0.601,152.2,0.573170731707317,1,0.058536585365853655,0.04243453735457198
435,Seth Curry,Dallas Mavericks,SG,36,12.7,1.5,4.0,0.372,0.8,2.2,0.363,0.5,0.5,0.895,0.4,1.0,1.4,0.8,0.5,0.1,0.4,0.9,4.3,50,32,2.21,117.6,115.4,2.2,0.592,186.4,0.6097560975609756,1,0.017073170731707315,0.027452109285041344
437,Drew Eubanks,Phoenix Suns,C,75,15.6,2.0,3.4,0.601,0.0,0.0,1.0,1.0,1.2,0.774,1.4,2.9,4.3,0.8,0.4,0.8,0.8,1.5,5.1,49,33,3.06,117.6,114.6,3.0,0.603,164.5,0.5975609756097561,1,0.0524390243902439,0.03618503966194677
440,Richaun Holmes,Dallas Mavericks,C,23,10.3,1.4,2.6,0.559,0.0,0.0,0.0,0.5,0.9,0.571,1.4,2.0,3.4,0.7,0.1,0.4,0.5,1.4,3.4,50,32,2.21,117.6,115.4,2.2,0.592,186.4,0.6097560975609756,1,0.041463414634146344,0.02221815136606301
441,Richaun Holmes,Washington Wizards,PF,17,18.7,2.9,5.2,0.557,0.1,0.2,0.333,1.3,1.5,0.846,2.2,3.9,6.1,0.6,0.5,0.6,0.7,2.4,7.1,15,67,-9.29,110.5,119.6,-9.1,0.567,187.3,0.18292682926829268,1,0.07439024390243902,0.04150768950294948
443,Monte Morris,Detroit Pistons,PG,6,11.3,2.0,5.5,0.364,0.3,1.8,0.182,0.2,0.3,0.5,0.3,1.7,2.0,1.3,0.2,0.2,0.3,0.2,4.5,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.024390243902439025,0.022557669418677147
444,Monte Morris,Minnesota Timberwolves,PG,27,15.1,1.9,4.4,0.417,0.9,2.2,0.424,0.4,0.6,0.706,0.2,1.5,1.7,2.3,0.7,0.3,0.2,0.5,5.1,56,26,6.45,115.6,109.0,6.6,0.594,142.5,0.6829268292682927,1,0.020731707317073172,0.05207531022678647
445,Goga Bitadze,Orlando Magic,C,62,15.4,2.0,3.4,0.603,0.0,0.2,0.143,0.9,1.4,0.655,1.8,2.9,4.6,1.3,0.5,1.2,0.7,1.7,5.0,47,35,2.02,113.4,111.3,2.1,0.577,138.1,0.573170731707317,1,0.05609756097560975,0.04602532629236502
446,Jevon Carter,Chicago Bulls,PG,72,13.9,1.9,5.1,0.378,1.1,3.3,0.329,0.1,0.1,0.571,0.2,0.7,0.8,1.3,0.5,0.2,0.5,1.0,5.0,39,43,-1.44,114.9,116.3,-1.4,0.568,161.3,0.47560975609756095,1,0.00975609756097561,0.03911814071643506
447,Devonte' Graham,San Antonio Spurs,PG,23,13.6,1.7,4.7,0.352,1.1,3.6,0.301,0.6,0.7,0.813,0.2,1.3,1.6,2.1,0.4,0.1,0.7,0.6,5.0,22,60,-6.49,110.0,116.4,-6.4,0.563,165.1,0.2682926829268293,1,0.01951219512195122,0.04312242395591733
448,Isaiah Livers,Detroit Pistons,PF,23,20.4,1.7,5.0,0.345,1.0,3.3,0.286,0.5,0.8,0.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5.0,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.025609756097560978,0.023724282556535865
449,Kobi Simmons,Toronto Raptors,PG,4,16.8,2.3,5.3,0.429,0.5,2.0,0.25,0.0,0.0,0.0,0.3,1.5,1.8,3.0,1.5,0.5,0.3,1.3,5.0,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.021951219512195124,0.03234657749803304
450,D.J. Wilson,Philadelphia 76ers,PF,2,7.5,2.0,3.0,0.667,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.5,5.0,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.012195121951219513,0.02948599863634732
451,Jalen Wilson,Brooklyn Nets,PF,43,15.4,1.8,4.2,0.425,0.6,1.7,0.324,0.9,1.1,0.826,1.1,2.0,3.0,1.0,0.3,0.1,0.4,1.1,5.0,32,50,-2.89,113.2,116.1,-2.9,0.561,174.2,0.3902439024390244,1,0.036585365853658534,0.03465318809330458
452,Jock Landale,Houston Rockets,C,56,13.6,1.9,3.7,0.515,0.2,0.7,0.25,0.9,1.2,0.8,1.6,1.5,3.1,1.2,0.4,0.6,0.6,1.3,4.9,41,41,1.12,114.5,113.4,1.1,0.565,150.1,0.5,1,0.03780487804878049,0.040891438228173094
453,Garrison Mathews,Atlanta Hawks,SG,66,15.0,1.6,3.4,0.456,1.3,2.9,0.44,0.5,0.6,0.81,0.3,1.1,1.4,0.6,0.3,0.1,0.3,1.7,4.9,36,46,-2.18,117.2,119.4,-2.2,0.576,174.9,0.43902439024390244,1,0.017073170731707315,0.031544157637116675
454,Jared Rhoden,Detroit Pistons,SG,17,14.4,1.9,3.9,0.5,0.7,1.8,0.387,0.3,0.5,0.625,0.2,1.8,1.9,0.8,0.2,0.8,0.4,1.6,4.9,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.023170731707317073,0.022165649619315716
455,Kobe Bufkin,Atlanta Hawks,SG,17,11.5,2.0,5.4,0.37,0.5,2.4,0.225,0.2,0.5,0.5,0.4,1.6,1.9,1.6,0.4,0.3,0.6,1.2,4.8,36,46,-2.18,117.2,119.4,-2.2,0.576,174.9,0.43902439024390244,1,0.023170731707317073,0.03672481836310645
456,DeJon Jarreau,Memphis Grizzlies,SG,9,16.7,1.9,5.6,0.34,0.4,1.4,0.308,0.6,1.2,0.455,0.9,4.0,4.9,2.9,0.7,0.2,1.0,1.6,4.8,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.059756097560975614,0.02731346743245679
457,Eugene Omoruyi,Washington Wizards,SF,43,9.1,1.9,3.9,0.485,0.3,1.1,0.283,0.7,1.1,0.653,0.8,1.2,2.0,0.8,0.6,0.1,0.5,1.4,4.8,15,67,-9.29,110.5,119.6,-9.1,0.567,187.3,0.18292682926829268,1,0.024390243902439025,0.03002877866472204
458,Kenrich Williams,Oklahoma City Thunder,PF,69,14.9,1.9,4.1,0.468,0.8,2.0,0.397,0.1,0.2,0.5,0.9,2.1,3.0,1.3,0.6,0.1,0.5,1.5,4.7,57,25,7.41,119.5,112.1,7.4,0.608,151.5,0.6951219512195121,1,0.036585365853658534,0.03984544795943009
460,Kenneth Lofton Jr.,Memphis Grizzlies,PF,15,6.6,0.9,2.5,0.378,0.2,0.7,0.3,0.5,1.0,0.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.012195121951219513,0.012362531228268987
461,Kenneth Lofton Jr.,Philadelphia 76ers,PF,2,4.5,0.5,3.0,0.167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,1.0,0.0,1.0,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.018292682926829267,0.004994078876541586
462,Kenneth Lofton Jr.,Utah Jazz,PF,4,22.8,5.3,8.8,0.6,1.0,3.0,0.333,2.3,2.8,0.818,2.5,2.5,5.0,4.8,0.8,0.5,1.5,2.3,13.8,31,51,-4.89,115.5,120.4,-4.9,0.579,194.4,0.3780487804878049,1,0.06097560975609756,0.09599267288969188
463,Anthony Black,Orlando Magic,PG,69,16.9,1.7,3.6,0.466,0.5,1.4,0.394,0.7,1.2,0.613,0.5,1.5,2.0,1.3,0.5,0.3,0.8,1.6,4.6,47,35,2.02,113.4,111.3,2.1,0.577,138.1,0.573170731707317,1,0.024390243902439025,0.04289927765316755
464,Josh Okogie,Phoenix Suns,SG,60,16.0,1.4,3.4,0.417,0.5,1.6,0.309,1.3,1.7,0.745,1.2,1.3,2.6,1.1,0.8,0.4,0.6,1.1,4.6,49,33,3.06,117.6,114.6,3.0,0.603,164.5,0.5975609756097561,1,0.03170731707317073,0.03484320557491288
465,Omer Yurtseven,Utah Jazz,C,48,11.4,2.1,3.8,0.538,0.1,0.5,0.208,0.4,0.6,0.679,1.5,2.8,4.3,0.6,0.2,0.4,0.8,1.1,4.6,31,51,-4.89,115.5,120.4,-4.9,0.579,194.4,0.3780487804878049,1,0.0524390243902439,0.027018719261266682
467,Shake Milton,Minnesota Timberwolves,SG,38,12.9,1.7,4.2,0.4,0.4,1.4,0.264,0.9,1.2,0.818,0.2,1.2,1.3,1.3,0.4,0.1,0.7,1.2,4.7,56,26,6.45,115.6,109.0,6.6,0.594,142.5,0.6829268292682927,1,0.015853658536585366,0.04221651690201112
468,Shake Milton,Detroit Pistons,SG,4,15.8,2.8,6.5,0.423,0.8,2.3,0.333,0.5,0.8,0.667,1.8,2.8,4.5,1.5,0.5,0.3,0.8,0.8,6.8,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.054878048780487805,0.03235816440271297
469,Shake Milton,New York Knicks,SG,6,4.5,0.7,1.5,0.444,0.2,0.3,0.5,0.3,0.3,1.0,0.0,1.0,1.0,0.7,0.2,0.0,0.0,1.2,1.8,50,32,4.59,118.2,113.4,4.8,0.574,193.4,0.6097560975609756,1,0.012195121951219513,0.012989633515776729
471,Delon Wright,Washington Wizards,PG,33,13.8,1.5,3.7,0.393,0.4,1.2,0.368,0.7,0.9,0.828,0.4,1.4,1.8,2.5,1.1,0.2,0.3,0.7,4.1,15,67,-9.29,110.5,119.6,-9.1,0.567,187.3,0.18292682926829268,1,0.021951219512195124,0.035354784941335794
472,Delon Wright,Miami Heat,PG,14,20.4,1.9,4.7,0.394,0.8,2.1,0.367,0.9,1.1,0.813,0.4,1.5,1.9,2.6,1.4,0.2,0.2,0.7,5.4,46,36,1.76,114.0,112.2,1.8,0.578,184.8,0.5609756097560976,1,0.023170731707317073,0.043415426037377254
473,A.J. Green,Milwaukee Bucks,SG,56,11.0,1.5,3.5,0.423,1.2,3.0,0.408,0.3,0.3,0.895,0.2,1.0,1.1,0.5,0.2,0.1,0.2,0.9,4.5,49,33,2.62,118.4,115.8,2.6,0.601,152.8,0.5975609756097561,1,0.013414634146341465,0.03281030519729281
474,Kevon Looney,Golden State Warriors,C,74,16.1,1.9,3.1,0.597,0.0,0.0,0.0,0.8,1.1,0.675,1.9,3.7,5.7,1.8,0.4,0.4,0.7,2.1,4.5,46,36,2.61,117.8,115.2,2.6,0.586,147.6,0.5609756097560976,1,0.06951219512195123,0.04315387666071783
475,Taze Moore,Portland Trail Blazers,SG,4,10.0,2.0,4.8,0.421,0.3,1.8,0.143,0.3,0.5,0.5,1.0,1.0,2.0,1.3,0.5,0.0,0.8,1.0,4.5,21,61,-9.02,108.3,117.5,-9.2,0.539,196.7,0.25609756097560976,1,0.024390243902439025,0.029610524880032737
476,Julian Strawther,Denver Nuggets,SF,50,10.9,1.6,4.4,0.369,0.8,2.8,0.297,0.4,0.6,0.71,0.1,1.1,1.2,0.9,0.3,0.1,0.5,1.1,4.5,57,25,5.26,118.5,113.0,5.5,0.589,136.7,0.6951219512195121,1,0.014634146341463414,0.03960961336021554
478,Bismack Biyombo,Memphis Grizzlies,C,30,23.9,2.2,4.0,0.563,0.0,0.0,0.0,0.7,1.5,0.478,1.9,4.5,6.4,1.7,0.3,1.1,1.3,2.7,5.2,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.07804878048780488,0.02456194572505387
479,Bismack Biyombo,Oklahoma City Thunder,C,10,7.3,0.7,1.2,0.583,0.0,0.0,0.0,0.4,0.8,0.5,0.5,1.3,1.8,0.2,0.1,0.3,0.4,0.7,1.8,57,25,7.41,119.5,112.1,7.4,0.608,151.5,0.6951219512195121,1,0.021951219512195124,0.013346212670047493
481,Robert Covington,Los Angeles Clippers,PF,3,23.0,1.0,3.0,0.333,0.7,2.7,0.25,0.3,0.7,0.5,0.7,2.0,2.7,2.3,2.0,0.7,0.0,2.3,3.0,51,31,3.28,118.8,115.4,3.4,0.599,160.6,0.6219512195121951,1,0.032926829268292684,0.03320626917352611
482,Robert Covington,Philadelphia 76ers,SF,26,16.1,1.5,3.4,0.449,0.7,1.8,0.354,0.8,0.9,0.875,1.1,2.3,3.4,0.7,1.3,0.6,0.4,1.9,4.5,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.041463414634146344,0.02570604911542004
483,Patrick Baldwin Jr.,Washington Wizards,SF,38,13.0,1.6,4.1,0.381,0.8,2.6,0.32,0.5,0.7,0.679,0.4,2.8,3.2,0.8,0.5,0.4,0.5,1.5,4.4,15,67,-9.29,110.5,119.6,-9.1,0.567,187.3,0.18292682926829268,1,0.03902439024390244,0.02797129946739937
484,Mo Bamba,Philadelphia 76ers,C,57,13.0,1.7,3.5,0.49,0.4,1.1,0.391,0.6,0.9,0.68,1.4,2.8,4.2,0.7,0.4,1.1,0.7,1.8,4.4,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.051219512195121955,0.025263460089235516
485,Dominick Barlow,San Antonio Spurs,PF,33,12.7,1.7,3.4,0.496,0.1,0.3,0.333,0.9,1.3,0.69,1.4,2.1,3.4,1.1,0.4,0.4,0.3,1.4,4.4,22,60,-6.49,110.0,116.4,-6.4,0.563,165.1,0.2682926829268293,1,0.041463414634146344,0.03356428476459204
486,MarJon Beauchamp,Milwaukee Bucks,SF,48,12.7,1.7,3.5,0.488,0.6,1.6,0.4,0.4,0.6,0.679,0.5,1.6,2.1,0.6,0.3,0.1,0.6,1.1,4.4,49,33,2.62,118.4,115.8,2.6,0.601,152.8,0.5975609756097561,1,0.025609756097560978,0.032890116204826965
487,Joe Ingles,Orlando Magic,SF,68,17.2,1.5,3.3,0.436,1.0,2.4,0.435,0.4,0.5,0.824,0.3,1.8,2.1,3.0,0.6,0.1,1.0,1.3,4.4,47,35,2.02,113.4,111.3,2.1,0.577,138.1,0.573170731707317,1,0.025609756097560978,0.05376980272337119
488,Maxi Kleber,Dallas Mavericks,C,43,20.3,1.5,3.4,0.432,0.7,2.1,0.348,0.8,1.1,0.702,0.7,2.6,3.3,1.6,0.4,0.7,0.7,1.8,4.4,50,32,2.21,117.6,115.4,2.2,0.592,186.4,0.6097560975609756,1,0.04024390243902439,0.03240474196587459
489,Jontay Porter,Toronto Raptors,PF,26,13.8,1.5,4.0,0.385,0.8,2.3,0.333,0.6,0.7,0.833,1.0,2.2,3.2,2.3,0.8,0.8,0.8,1.3,4.4,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.03902439024390244,0.027173485444531867
490,Lester Quinones,Golden State Warriors,SG,37,10.6,1.5,3.8,0.397,0.9,2.4,0.364,0.5,0.8,0.69,0.6,1.4,1.9,1.0,0.2,0.1,0.5,1.2,4.4,46,36,2.61,117.8,115.2,2.6,0.586,147.6,0.5609756097560976,1,0.023170731707317073,0.036742349130808385
491,Ben Sheppard,Indiana Pacers,SG,57,14.3,1.6,4.0,0.393,0.9,2.7,0.314,0.4,0.5,0.885,0.3,1.3,1.6,0.9,0.6,0.0,0.3,1.5,4.4,47,35,3.05,121.0,118.0,3.0,0.606,183.1,0.573170731707317,1,0.01951219512195122,0.02905249696953551
492,Blake Wesley,San Antonio Spurs,SG,61,14.4,1.7,3.5,0.474,0.2,0.9,0.218,0.9,1.3,0.667,0.3,1.2,1.5,2.7,0.5,0.1,0.9,1.5,4.4,22,60,-6.49,110.0,116.4,-6.4,0.563,165.1,0.2682926829268293,1,0.018292682926829267,0.0431150374495871
493,Jeff Dowtin,Philadelphia 76ers,PG,12,11.8,1.7,3.0,0.556,0.8,1.6,0.474,0.3,0.3,0.75,0.3,1.4,1.7,2.3,0.6,0.1,0.4,0.1,4.3,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.020731707317073172,0.03247048409669972
